Price,Adj Close,Close,High,Low,Open,Volume,Company,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume
18-02-2015,,,,,,,GOOGLE,26.84519005,26.91111565,27.19982338,26.80191422,26.99588394,29061570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-02-2015,,,,,,,GOOGLE,27.00286674,27.06918144,27.08114815,26.82684708,26.82834244,19782163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-02-2015,,,,,,,GOOGLE,26.80788231,26.87371826,27.1130619,26.7166481,27.08214569,28887092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-02-2015,,,,,,,GOOGLE,26.45770645,26.52268219,26.74851227,26.39802361,26.72911453,29157834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-02-2015,,,,,,,GOOGLE,26.66562462,26.73110962,26.7660141,26.34018326,26.42744255,20101036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-02-2015,,,,,,,GOOGLE,27.05260849,27.11904526,27.23622322,26.69894791,26.72163582,36519991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-02-2015,,,,,,,GOOGLE,27.63010025,27.69795418,27.73086548,27.00086975,27.08613586,46230579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-02-2015,,,,,,,GOOGLE,27.77534485,27.84355545,28.15819168,27.56930733,27.63612556,48203982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-03-2015,,,,,,,GOOGLE,28.41899109,28.48878479,28.5291729,27.86100769,27.94976425,42592618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-03-2015,,,,,,,GOOGLE,28.53339577,28.60346985,28.69072914,28.2484436,28.44440651,34095352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-03-2015,,,,,,,GOOGLE,28.51996613,28.59000587,28.77649307,28.32274055,28.51521111,37536775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-03-2015,,,,,,,GOOGLE,28.61745834,28.68773842,28.81638527,28.59200096,28.67227936,27792094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-03-2015,,,,,,,GOOGLE,28.23718834,28.30653381,28.75505257,28.26041031,28.66529846,33182854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-03-2015,,,,,,,GOOGLE,28.29513741,28.36462593,28.43543053,28.09960365,28.26539612,21242161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-03-2015,,,,,,,GOOGLE,27.60672379,27.67452049,28.16517258,27.6605587,28.13525581,35846146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-03-2015,,,,,,,GOOGLE,27.41621399,27.4835434,27.8305912,27.45861244,27.68100166,36415706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-03-2015,,,,,,,GOOGLE,27.6315937,27.69945145,27.74233246,27.44764137,27.59972572,27792094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-03-2015,,,,,,,GOOGLE,27.22421455,27.29107285,27.84355545,27.1364975,27.599226,34071287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-03-2015,,,,,,,GOOGLE,27.58185196,27.64958763,27.76626778,27.22525215,27.47207451,32819860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-03-2015,,,,,,,GOOGLE,27.39930344,27.46659088,27.61418533,27.32497978,27.50997162,36110871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-03-2015,,,,,,,GOOGLE,27.83005905,27.89840508,27.91236687,27.27511597,27.54936218,42690887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-03-2015,,,,,,,GOOGLE,27.75495148,27.82311249,27.96322632,27.73111343,27.89291954,23945563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-03-2015,,,,,,,GOOGLE,27.87283516,27.94128609,28.00910187,27.87596703,28.00561142,52337299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-03-2015,,,,,,,GOOGLE,27.79573822,27.86399841,28.04101372,27.71540642,27.94477844,32876014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2015,,,,,,,GOOGLE,28.3617897,28.43144035,28.65083885,27.98367119,28.05098534,51665459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2015,,,,,,,GOOGLE,27.79449463,27.86275291,28.53465843,27.86050987,28.44689941,43045859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-03-2015,,,,,,,GOOGLE,27.61468315,27.68249893,27.8684864,27.45711517,27.80316544,31452115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-03-2015,,,,,,,GOOGLE,27.27495003,27.3419323,27.68798256,27.33146095,27.57429504,37949906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-03-2015,,,,,,,GOOGLE,27.45849419,27.5259285,27.59773064,27.33345604,27.50548363,25750504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-03-2015,,,,,,,GOOGLE,27.25803947,27.32497978,27.65956116,27.26115417,27.42470551,31760961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-04-2015,,,,,,,GOOGLE,26.98744774,27.05372429,27.48154831,26.90114212,27.35489655,39261497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-04-2015,,,,,,,GOOGLE,26.6377697,26.70318604,26.96845818,26.61926651,26.96845818,34327989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-04-2015,,,,,,,GOOGLE,26.69919777,26.76476669,26.84679222,26.40600204,26.53813934,26488525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-04-2015,,,,,,,GOOGLE,26.71188164,26.77748108,27.06020546,26.72662163,26.83033752,26057345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2015,,,,,,,GOOGLE,26.94019318,27.00635338,27.11804771,26.84529686,26.84529686,23570536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-04-2015,,,,,,,GOOGLE,26.89891052,26.96496773,27.0233078,26.70119286,26.97743225,31157308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-04-2015,,,,,,,GOOGLE,26.86060715,26.9265728,27.04026031,26.7919426,27.04026031,28189181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-04-2015,,,,,,,GOOGLE,26.81882477,26.88468742,27.12851906,26.7919426,26.84679222,32906096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-04-2015,,,,,,,GOOGLE,26.38209915,26.44688988,26.80490685,26.33230591,26.73908806,52082601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-04-2015,,,,,,,GOOGLE,26.48854637,26.5535965,26.66329575,26.08937263,26.36262131,46376979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-04-2015,,,,,,,GOOGLE,26.55171585,26.61692238,26.70617867,26.40799713,26.42245674,25997180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-04-2015,,,,,,,GOOGLE,26.06674385,26.13075829,26.41946411,25.97917366,26.36062622,43037837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-04-2015,,,,,,,GOOGLE,26.63030815,26.69570732,26.73110962,26.15319633,26.20804596,33585958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-04-2015,,,,,,,GOOGLE,26.56017303,26.62540054,26.89565849,26.61068916,26.80191422,36895018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-04-2015,,,,,,,GOOGLE,26.82852554,26.89441109,26.97992706,26.51470375,26.64684105,31871263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-04-2015,,,,,,,GOOGLE,27.20829773,27.27511597,27.47257423,26.93754387,26.9759388,83697161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-04-2015,,,,,,,GOOGLE,28.10661888,28.17564392,28.47881126,27.78621292,28.22750092,98650102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2015,,,,,,,GOOGLE,27.70047188,27.76849937,28.29750061,27.65999985,28.16950035,47960000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-04-2015,,,,,,,GOOGLE,27.61617851,27.68400002,27.8010006,27.5182991,27.73200035,29820000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-04-2015,,,,,,,GOOGLE,27.38674355,27.45400047,27.68400002,27.34524918,27.52350044,33976000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-04-2015,,,,,,,GOOGLE,26.80118179,26.86700058,27.42950058,26.75250053,27.39349937,41644000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-05-2015,,,,,,,GOOGLE,26.82911301,26.89500046,26.97699928,26.60499954,26.92149925,35364000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-05-2015,,,,,,,GOOGLE,26.97275925,27.03899956,27.20350075,26.75300026,26.92650032,26160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-05-2015,,,,,,,GOOGLE,26.47498322,26.54000092,26.98699951,26.51955032,26.91049957,27662000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-05-2015,,,,,,,GOOGLE,26.14678955,26.21100044,26.61899948,26.05425072,26.56200027,31340000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-05-2015,,,,,,,GOOGLE,26.4699955,26.53499985,26.67300034,26.08749962,26.19949913,30926000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-05-2015,,,,,,,GOOGLE,26.8450737,26.9109993,27.05750084,26.25,26.83250046,30552000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-05-2015,,,,,,,GOOGLE,26.71938133,26.78499985,27.09900093,26.77000046,26.9185009,18106000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-05-2015,,,,,,,GOOGLE,26.38719749,26.45199966,26.66044998,26.26300049,26.57999992,32684000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-05-2015,,,,,,,GOOGLE,26.41612816,26.4810009,26.71610069,26.4327507,26.52799988,25046000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-05-2015,,,,,,,GOOGLE,26.85404968,26.92000008,26.95000076,26.62050056,26.68849945,28078000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2015,,,,,,,GOOGLE,26.62710762,26.69249916,26.96369934,26.5189991,26.95899963,39426000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-05-2015,,,,,,,GOOGLE,26.54979706,26.61499977,26.74099922,26.44249916,26.60050011,40068000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-05-2015,,,,,,,GOOGLE,26.80217743,26.86800003,27.03300095,26.65200043,26.6989994,39338000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-05-2015,,,,,,,GOOGLE,26.89744377,26.96349907,27.14599991,26.64859962,26.92449951,28616000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-05-2015,,,,,,,GOOGLE,27.0590477,27.12549973,27.19199944,26.79899979,26.89749908,29254000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-05-2015,,,,,,,GOOGLE,26.9393425,27.00550079,27.20949936,26.97550011,27.00749969,23524000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-05-2015,,,,,,,GOOGLE,26.55079651,26.61599922,26.95000076,26.49399948,26.90600014,48130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-05-2015,,,,,,,GOOGLE,26.92338181,26.98950005,27.02750015,26.58550072,26.63999939,30500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-05-2015,,,,,,,GOOGLE,26.92288208,26.98900032,27.03050041,26.8125,26.90049934,20596000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-05-2015,,,,,,,GOOGLE,26.54032135,26.60549927,26.93149948,26.57250023,26.86849976,51948000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-06-2015,,,,,,,GOOGLE,26.63409042,26.69949913,26.83950043,26.48800087,26.83950043,38086000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-06-2015,,,,,,,GOOGLE,26.89295578,26.95899963,27.14999962,26.56649971,26.64649963,38780000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-06-2015,,,,,,,GOOGLE,26.94931602,27.01549911,27.17499924,26.85549927,26.99550056,34340000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-06-2015,,,,,,,GOOGLE,26.7692585,26.83499908,27.02949905,26.7159996,26.88800049,26966000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-06-2015,,,,,,,GOOGLE,26.60117149,26.66650009,26.86000061,26.62599945,26.81749916,27764000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-06-2015,,,,,,,GOOGLE,26.276968,26.34149933,26.70599937,26.31200027,26.66550064,30412000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-06-2015,,,,,,,GOOGLE,26.2699852,26.33449936,26.45999908,26.15049934,26.37800026,29106000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-06-2015,,,,,,,GOOGLE,26.76875877,26.83449936,26.91799927,26.46750069,26.46800041,36300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-06-2015,,,,,,,GOOGLE,26.66501427,26.73049927,26.9489994,26.65099907,26.92124939,24350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-06-2015,,,,,,,GOOGLE,26.55129433,26.61650085,26.65600014,26.50799942,26.57999992,19116000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-06-2015,,,,,,,GOOGLE,26.29542351,26.36000061,26.41500092,26.20000076,26.39999962,32654000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-06-2015,,,,,,,GOOGLE,26.34280586,26.40749931,26.48200035,26.27799988,26.42000008,21436000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-06-2015,,,,,,,GOOGLE,26.39817047,26.46299934,26.54899979,26.25499916,26.46850014,25884000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-06-2015,,,,,,,GOOGLE,26.77075577,26.83650017,26.90749931,26.53949928,26.54999924,36662000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-06-2015,,,,,,,GOOGLE,26.76875877,26.83449936,26.91250038,26.65049934,26.86050034,37870000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-06-2015,,,,,,,GOOGLE,26.84357834,26.90950012,27.18700027,26.87649918,26.97949982,25006000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-06-2015,,,,,,,GOOGLE,26.9577961,27.02400017,27.07494926,26.76250076,26.98200035,23950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-06-2015,,,,,,,GOOGLE,26.82612038,26.8920002,27,26.78300095,27,25732000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-06-2015,,,,,,,GOOGLE,26.69594002,26.7614994,27.04500008,26.7614994,26.94350052,26714000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-06-2015,,,,,,,GOOGLE,26.51937103,26.58449936,26.88800049,26.56749916,26.86300087,42182000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-06-2015,,,,,,,GOOGLE,26.01211929,26.07600021,26.43050003,26.02700043,26.25049973,38756000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-06-2015,,,,,,,GOOGLE,25.96174049,26.02549934,26.3125,26.02499962,26.3010006,44344000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-07-2015,,,,,,,GOOGLE,26.02807999,26.09199905,26.28450012,25.91150093,26.23649979,39220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-07-2015,,,,,,,GOOGLE,26.10588837,26.17000008,26.23250008,26.05400085,26.05400085,24718000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-07-2015,,,,,,,GOOGLE,26.07895279,26.14299965,26.26250076,25.95000076,25.97500038,25610000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-07-2015,,,,,,,GOOGLE,26.18668938,26.25099945,26.30900002,25.75900078,26.15649986,31944000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-07-2015,,,,,,,GOOGLE,25.77819252,25.84149933,26.13669968,25.80550003,26.05249977,25934000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-07-2015,,,,,,,GOOGLE,25.97022057,26.0340004,26.18849945,26.01749992,26.15600014,36846000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-07-2015,,,,,,,GOOGLE,26.44156456,26.50650024,26.62800026,26.27750015,26.31450081,39134000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-07-2015,,,,,,,GOOGLE,27.26055336,27.32749939,27.35549927,26.62000084,26.6439991,44130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-07-2015,,,,,,,GOOGLE,27.9862709,28.05500031,28.29244995,27.33550072,27.33799934,64882000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-07-2015,,,,,,,GOOGLE,27.94237709,28.01099968,28.32514954,27.83950043,28.00650024,35692000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-07-2015,,,,,,,GOOGLE,28.92147446,28.99250031,29.0340004,28.25,28.25600052,95366000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-07-2015,,,,,,,GOOGLE,33.56407166,33.64649963,33.72340012,32.25,32.45000076,223298000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-07-2015,,,,,,,GOOGLE,33.06978607,33.15100098,33.44400024,32.65050125,32.9620018,117218000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-07-2015,,,,,,,GOOGLE,33.03387833,33.11500168,33.65000153,32.71500015,32.76050186,67544000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-07-2015,,,,,,,GOOGLE,33.02389908,33.10499954,33.93199921,32.95000076,33.04449844,78586000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-07-2015,,,,,,,GOOGLE,32.13508224,32.2140007,33.18149948,32.04999924,33.06349945,60582000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-07-2015,,,,,,,GOOGLE,31.10161972,31.1779995,32.40850067,31.12599945,32.34999847,72514000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-07-2015,,,,,,,GOOGLE,31.28616905,31.36300087,31.71500015,31.02499962,31.04999924,53508000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-07-2015,,,,,,,GOOGLE,31.32307625,31.39999962,31.64150047,31.16550064,31.64150047,34546000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-07-2015,,,,,,,GOOGLE,31.51909447,31.5965004,31.66799927,31.13249969,31.44000053,31502000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-07-2015,,,,,,,GOOGLE,31.5520134,31.62949944,31.76099968,31.10250092,31.5,29484000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-07-2015,,,,,,,GOOGLE,31.20386887,31.28050041,31.64550018,31.27499962,31.56900024,34122000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-08-2015,,,,,,,GOOGLE,31.48318291,31.56049919,31.65279961,31.2670002,31.2670002,26090000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-08-2015,,,,,,,GOOGLE,31.38542175,31.46249962,31.7404995,31.3579998,31.42099953,29818000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-08-2015,,,,,,,GOOGLE,32.11014175,32.18899918,32.39300156,31.65800095,31.71649933,46686000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-08-2015,,,,,,,GOOGLE,32.05527496,32.13399887,32.26895142,31.61249924,32.25,31452000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-08-2015,,,,,,,GOOGLE,31.68718147,31.76499939,32.13399887,31.48550034,32.01150131,28078000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-08-2015,,,,,,,GOOGLE,31.60887527,31.68650055,32.17200089,31.56245041,31.97400093,36184000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-08-2015,,,,,,,GOOGLE,32.95806122,33.03900146,33.74499893,32.71350098,33.45999908,100584000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-08-2015,,,,,,,GOOGLE,32.89721298,32.97800064,33.25,32.61449814,33.15399933,58734000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-08-2015,,,,,,,GOOGLE,32.74208832,32.82249832,33.22499847,32.58304977,32.96609879,36214000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-08-2015,,,,,,,GOOGLE,32.77550888,32.85599899,32.99274826,32.63299942,32.75049973,21442000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-08-2015,,,,,,,GOOGLE,32.9625473,33.04349899,33.06900024,32.56200027,32.84000015,21034000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-08-2015,,,,,,,GOOGLE,32.72613144,32.80649948,33.20000076,32.67300034,33.09500122,29122000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-08-2015,,,,,,,GOOGLE,32.96404648,33.04499817,33.34999847,32.70949936,32.83000183,42682000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-08-2015,,,,,,,GOOGLE,32.26226807,32.34149933,33.1495018,32.14500046,32.77299881,57106000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-08-2015,,,,,,,GOOGLE,30.5489769,30.62400055,32.00249863,30.61650085,31.98900032,85304000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-08-2015,,,,,,,GOOGLE,29.40827751,29.48049927,29.96649933,28.25250053,28.64999962,115406000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-08-2015,,,,,,,GOOGLE,29.03170395,29.10300064,30.87249947,29.05550003,30.74550056,70760000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-08-2015,,,,,,,GOOGLE,31.35400009,31.43099976,31.58550072,29.95249939,30.51749992,84718000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-08-2015,,,,,,,GOOGLE,31.80239868,31.88050079,32.17950058,31.10000038,31.96999931,69826000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-08-2015,,,,,,,GOOGLE,31.44178391,31.5189991,31.84399986,31.22800064,31.64100075,39574000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-08-2015,,,,,,,GOOGLE,30.83677101,30.91250038,31.79000092,30.88400078,31.37700081,43534000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-09-2015,,,,,,,GOOGLE,29.81627655,29.88949966,30.64299965,29.70499992,30.11800003,74042000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-09-2015,,,,,,,GOOGLE,30.64174843,30.71699905,30.71699905,29.98550034,30.27949905,51512000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-09-2015,,,,,,,GOOGLE,30.2382412,30.3125,30.98550034,30.14105034,30.85000038,35192000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-09-2015,,,,,,,GOOGLE,29.96142006,30.03499985,30.17350006,29.76250076,30,41780000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-09-2015,,,,,,,GOOGLE,30.65770912,30.7329998,30.81550026,30.20599937,30.62450027,45590000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-09-2015,,,,,,,GOOGLE,30.56094742,30.63599968,31.32600021,30.47999954,31.06100082,34042000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-09-2015,,,,,,,GOOGLE,30.99139023,31.06749916,31.20800018,30.57150078,30.65500069,38106000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-09-2015,,,,,,,GOOGLE,31.21184921,31.28849983,31.28899956,30.87100029,30.98749924,27470000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-09-2015,,,,,,,GOOGLE,31.08565903,31.16200066,31.29299927,30.9715004,31.28499985,34046000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-09-2015,,,,,,,GOOGLE,31.67920113,31.75699997,31.93499947,31.18899918,31.33499908,41688000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-09-2015,,,,,,,GOOGLE,31.72109795,31.79899979,31.89749908,31.61599922,31.77350044,25730000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-09-2015,,,,,,,GOOGLE,32.06625366,32.14500046,32.54499817,31.75099945,31.88949966,45494000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-09-2015,,,,,,,GOOGLE,31.38542175,31.46249962,32,31.35099983,31.83950043,102668000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-09-2015,,,,,,,GOOGLE,31.69416428,31.77199936,31.82449913,31.29700089,31.71999931,35770000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-09-2015,,,,,,,GOOGLE,31.05822754,31.1345005,31.37750053,30.77149963,31.35000038,51258000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-09-2015,,,,,,,GOOGLE,31.04176712,31.11800003,31.44650078,31,31.10250092,29418000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-09-2015,,,,,,,GOOGLE,31.21334648,31.29000092,31.36599922,30.62000084,30.83200073,44802000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-09-2015,,,,,,,GOOGLE,30.52353859,30.5984993,31.4885006,30.54999924,31.4885006,43480000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
